iter	MultiClass
746	0.1784032153
747	0.1783339729
748	0.1780396291
749	0.1777835792
750	0.1777313977
751	0.1776752203
752	0.1775278231
753	0.1774661024
754	0.1772343803
755	0.1769094602
756	0.1767733063
757	0.1767080598
758	0.1766486113
759	0.1764712842
760	0.1764072717
761	0.1763020859
762	0.1757198231
763	0.1755512125
764	0.1753871854
765	0.1751997315
766	0.1751237313
767	0.1750629704
768	0.1749199021
769	0.1746076944
770	0.1745521242
771	0.1744990024
772	0.1741854431
773	0.1741111863
774	0.1737326156
775	0.1732871138
776	0.1732258436
777	0.1730223865
778	0.1729044688
779	0.1725133227
780	0.1723972463
781	0.1722019377
782	0.1721260747
783	0.1720089013
784	0.1718613278
785	0.1714271477
786	0.1713809404
787	0.1712400267
788	0.1709469953
789	0.1706363154
790	0.1705484451
791	0.1704629842
792	0.1702461292
793	0.1699947999
794	0.1696903097
795	0.1696053384
796	0.1691620304
797	0.1687035616
798	0.1680190315
799	0.1679074406
800	0.1678518312
801	0.1676840042
802	0.167334051
803	0.1672613024
804	0.1671490063
805	0.1670992537
806	0.1670431154
807	0.1669022605
808	0.1668622625
809	0.1668161336
810	0.1667524541
811	0.166712319
812	0.166169584
813	0.1660866303
814	0.1660410498
815	0.1656665729
816	0.165164972
817	0.1650293862
818	0.1649310561
819	0.1648537045
820	0.1647979971
821	0.1646065473
822	0.1644781894
823	0.1644295728
824	0.1641775775
825	0.163868445
826	0.1637661387
827	0.1637189128
828	0.1636538426
829	0.1633942669
830	0.1632582502
831	0.1631903202
832	0.1629319981
833	0.1622719918
834	0.1622205742
835	0.1621166714
836	0.1620225821
837	0.1618174992
838	0.1614598481
839	0.1611002676
840	0.1610492222
841	0.1608532966
842	0.1607849356
843	0.1607115798
844	0.160663306
845	0.1605197383
846	0.1604834619
847	0.1603779628
848	0.1600539436
849	0.1599934961
850	0.159883531
851	0.1596990152
852	0.1594062384
853	0.1593444589
854	0.1592931197
855	0.1592144948
856	0.1591622545
857	0.1590677832
858	0.1589608443
859	0.1588412812
860	0.1587625388
861	0.1584940606
862	0.1582687828
863	0.1581022877
864	0.1577142953
865	0.1572425852
866	0.1570864324
867	0.1569301522
868	0.1567881514
869	0.1566871575
870	0.1566456512
871	0.15642244
872	0.1562903506
873	0.1558771782
874	0.1556617531
875	0.1554903513
876	0.1551837946
877	0.1547958217
878	0.1545329259
879	0.1544242634
880	0.1543418874
881	0.1542867482
882	0.1541756274
883	0.1541318783
884	0.1540805195
885	0.1540291704
886	0.1539831198
887	0.1539137599
888	0.1538745944
889	0.1537944123
890	0.1537426617
891	0.1536833796
892	0.1536221094
893	0.1535366582
894	0.1534922628
895	0.1534239704
896	0.1531198524
897	0.152973415
898	0.1526448711
899	0.1525595767
900	0.1525216256
901	0.1524185749
902	0.1521062692
903	0.1518181249
904	0.1517760897
905	0.1515874312
906	0.1515219104
907	0.1514769274
908	0.1510852329
909	0.1510386045
910	0.1509344079
911	0.1508861733
912	0.1508059226
913	0.1507298735
914	0.1502396237
915	0.150033444
916	0.1499654944
917	0.1496684964
918	0.1494603481
919	0.1492247184
920	0.1489058802
921	0.1486497323
922	0.1485886678
923	0.1485432146
924	0.1484954403
925	0.1484135639
926	0.148293609
927	0.1482635714
928	0.1477852896
929	0.1475359289
930	0.1474936489
931	0.1474579994
932	0.1473962395
933	0.1473106805
934	0.1471986195
935	0.1471585138
936	0.1470893106
937	0.1469648702
938	0.1467994034
939	0.1467585239
940	0.1466147309
941	0.1464614378
942	0.1463804233
943	0.1460640434
944	0.1457401124
945	0.1456645334
946	0.1454357103
947	0.1451771336
948	0.1451102025
949	0.1449328167
950	0.144886815
951	0.1447808164
952	0.1446891461
953	0.1446490306
954	0.1444294039
955	0.1443619342
956	0.1442936223
957	0.1439520526
958	0.1439037201
959	0.1438157421
960	0.1436544475
961	0.1436161144
962	0.1434482188
963	0.1431364615
964	0.1427845986
965	0.1427015567
966	0.142383502
967	0.1423492628
968	0.1422562409
969	0.1421897017
970	0.142154581
971	0.141955825
972	0.1419123991
973	0.1418031783
974	0.1417096276
975	0.1416244213
976	0.1415687728
977	0.1415115768
978	0.1414174189
979	0.1413397832
980	0.1413075713
981	0.1412134428
982	0.1410054316
983	0.1407860498
984	0.1405470019
985	0.1405178555
986	0.1401739157
987	0.1401092764
988	0.1398897281
989	0.139857575
990	0.1394769083
991	0.1393881175
992	0.1393534081
993	0.1393057611
994	0.1392369203
995	0.1391769233
996	0.139117984
997	0.138728072
998	0.1386606904
999	0.1386289388
